run_id,run_label,question_id,granularity,strategy,budget,top_k,context_tokens,retrieved_chunk_count,selected_chunk_count,answer_precision,answer_recall,answer_f1,retrieved_gold_recall,selected_gold_recall,retrieved_relevance_precision,selected_relevance_precision,token_efficiency,matched_gold_ids,retrieved_gold_ids,selected_gold_ids,details_path
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_0034dc63ad93,sage_semantic_paragraph_v2_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,chunk,baseline,300,50,255,50,4,0.0,0.0,0.0,0.3333333333333333,0.0,0.02,0.0,0.0,,"adids,rnw,wsgd",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_0034dc63ad93.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_1374bfb20899,sage_semantic_paragraph_v2_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,chunk,baseline,1500,50,1497,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_1374bfb20899.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_2cc845010b24,sage_semantic_paragraph_v2_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,chunk,baseline,1500,50,1495,50,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_2cc845010b24.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_40e22a7c442c,sage_semantic_paragraph_v2_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,chunk,baseline,500,50,482,50,7,0.0,0.0,0.0,0.3333333333333333,0.0,0.02,0.0,0.0,,"adids,rnw,wsgd",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_40e22a7c442c.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_47cae3bfad40,sage_semantic_paragraph_v2_chunk_always_clear_depth_contributions,always_clear_depth_contributions,chunk,baseline,1000,50,995,50,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_47cae3bfad40.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_48f8eeafa6cc,sage_semantic_paragraph_v2_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,chunk,baseline,500,50,496,50,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_48f8eeafa6cc.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_50e15d973df8,sage_semantic_paragraph_v2_chunk_always_clear_depth_contributions,always_clear_depth_contributions,chunk,baseline,300,50,296,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_50e15d973df8.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_54f5709cff6c,sage_semantic_paragraph_v2_chunk_always_clear_depth_contributions,always_clear_depth_contributions,chunk,baseline,1500,50,1499,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_54f5709cff6c.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_5cc3ff164c34,sage_semantic_paragraph_v2_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,chunk,baseline,1500,50,1499,50,22,0.0,0.0,0.0,0.3333333333333333,0.0,0.02,0.0,0.0,,"adids,rnw,wsgd",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_5cc3ff164c34.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_7567512045a9,sage_semantic_paragraph_v2_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,chunk,baseline,1000,50,999,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_7567512045a9.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_769b27e44543,sage_semantic_paragraph_v2_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,chunk,baseline,300,50,297,50,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_769b27e44543.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_814eb2a4dbf5,sage_semantic_paragraph_v2_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,chunk,baseline,300,50,300,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_814eb2a4dbf5.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_845ed1d471c1,sage_semantic_paragraph_v2_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,chunk,baseline,1000,50,997,50,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_845ed1d471c1.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_9d5a5ec96b23,sage_semantic_paragraph_v2_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,chunk,baseline,500,50,499,50,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_9d5a5ec96b23.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_9e024445e0db,sage_semantic_paragraph_v2_chunk_always_clear_depth_contributions,always_clear_depth_contributions,chunk,baseline,500,50,491,50,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_9e024445e0db.json
sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_c9f9bcc9c66e,sage_semantic_paragraph_v2_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,chunk,baseline,1000,50,998,50,14,0.0,0.0,0.0,0.3333333333333333,0.0,0.02,0.0,0.0,,"adids,rnw,wsgd",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_chunk_always_clear_de_ask_baseline_none_c9f9bcc9c66e.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_048292dc975e,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,semantic_chunk,baseline,300,50,300,50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_048292dc975e.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_18f65c57c101,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,semantic_chunk,baseline,1000,50,978,50,4,0.0,0.0,0.0,0.2222222222222222,0.0,0.04,0.0,0.0,,"adids,monodepth2",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_18f65c57c101.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_19c3103a407c,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,semantic_chunk,baseline,1500,50,1498,50,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_19c3103a407c.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_23f8044c5054,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,semantic_chunk,baseline,500,50,489,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_23f8044c5054.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_26dc061facea,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_contributions,always_clear_depth_contributions,semantic_chunk,baseline,300,50,300,50,2,0.0,0.0,0.0,0.25,0.0,0.02,0.0,0.0,,acdepth_framework,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_26dc061facea.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_2a858ed659b2,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_sota_comparison_methods,always_clear_depth_sota_comparison_methods,semantic_chunk,baseline,1500,50,1498,50,6,0.0,0.0,0.0,0.2222222222222222,0.0,0.04,0.0,0.0,,"adids,monodepth2",,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_2a858ed659b2.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_46560cc3c348,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_ablation_components,always_clear_depth_ablation_components,semantic_chunk,baseline,1000,50,981,50,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_46560cc3c348.json
sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_5c9596ecdb95,sage_semantic_paragraph_v2_semantic_chunk_always_clear_depth_eval_datasets,always_clear_depth_eval_datasets,semantic_chunk,baseline,500,50,489,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,E:\PycharmProject\ResearchAgent\experiments\runs\sage_semantic_paragraph_v2_semantic_chunk_always_ask_baseline_none_5c9596ecdb95.json
